railway_company_id,code,name,official_name
163,99922,熊本市電Ａ系統,熊本市電Ａ系統
163,99923,熊本市電Ｂ系統,熊本市電Ｂ系統
164,99925,鹿児島市電１系統,鹿児島市電１系統
164,99926,鹿児島市電２系統,鹿児島市電２系統
165,99927,ゆいレール,沖縄都市モノレール線
166,99423,日本海ひすいライン,日本海ひすいライン
166,99424,妙高はねうまライン,妙高はねうまライン
167,99425,あいの風とやま鉄道線,あいの風とやま鉄道線
168,99426,IRいしかわ鉄道線,IRいしかわ鉄道株式会社
169,31013,内部線,内部線
169,31014,八王子線,八王子線
170,99108,道南いさりび鉄道線,道南いさりび鉄道線
171,99618,大阪メトロ御堂筋線,高速電気軌道第1号線
171,99619,大阪メトロ谷町線,高速電気軌道第2号線
171,99620,大阪メトロ四つ橋線,高速電気軌道第3号線
171,99621,大阪メトロ中央線,高速電気軌道第4号線
171,99622,大阪メトロ千日前線,高速電気軌道第5号線
171,99623,大阪メトロ堺筋線,高速電気軌道第6号線
171,99624,大阪メトロ長堀鶴見緑地線,高速電気軌道第7号線
171,99625,大阪メトロ南港ポートタウン線,大阪市高速電気軌道南港ポートタウン線
171,99652,大阪メトロ今里筋線,高速電気軌道第8号線
